smiles,TC,SA,SC,atom_count
*CCCCCCCCCCCCCCNC(=O)NCCCCCCCCCCNC(=O)N*,0.344,2.792132832,2.905391518,34
*CCCCCCCCCCCCCCCCCCNC(=O)NCCCCCCCCCCNC(=O)N*,0.39,2.746304901,2.905391518,38
*CCCCCCCCCCCCNC(=O)NCc1ccc(CNC(=O)N*)cc1,0.342,2.94430355,3.4940665,30
*CCCCCCCCCCCCCCCCCCNC(=O)NCc1ccc(CNC(=O)N*)cc1,0.358,2.896251546,3.4940665,36
*CCCCCCCCCCNC(=O)NCCCCCCCCNC(=O)N*,0.38,2.940822149,2.905391518,28
*c1ccc(NC(=O)Nc2ccc(NC(=O)Nc3ccc(-c4nc(-c5ccc([N+](=O)[O-])cc5)[nH]c4*)cc3)cc2)cc1,0.269,3.109435812,3.844946125,42
*CCCC1CC(=O)N(*)C(=O)C1,0.23,4.443380849,2.756203277,13
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2=O,0.165,3.427723329,4.112318838,46
*CCCCCCN1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(*)C4=O)cc2C1=O,0.224,3.207628294,3.275288836,32
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(C)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,0.236,3.670256651,3.792153626,40
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)C(C)C)cc1)C2=O,0.243,3.755037167,4.043011874,42
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(CCC)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,0.209,3.700016237,4.108434896,42
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(CCCCC)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,0.278,3.71246028,4.223948287,44
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(CCCCCC)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,0.259,3.727215752,4.251174916,45
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(CCCCCCCC)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,0.311,3.759744162,4.251174916,47
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(=O)c3ccc(C(=O)c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc3)cc1)C2=O,0.278,3.044839229,3.508178331,48
*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(C(=O)c3ccc(C(=O)c4cccc(N5C(=O)c6ccc(*)cc6C5=O)c4)cc3)c1)C2=O,0.244,3.196032933,3.872745534,48
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(=O)c3cccc(C(=O)c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)c3)cc1)C2=O,0.292,3.173749857,3.860140845,48
*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(Cc3ccc(Cc4cccc(N5C(=O)c6ccc(*)cc6C5=O)c4)cc3)c1)C2=O,0.228,3.245615912,4.20139612,46
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(=O)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,0.269,3.072750009,3.508178331,40
*c1ccc(N2C(=O)c3ccc(-c4cccc5c4C(=O)N(*)C5=O)cc3C2=O)cc1,0.233,3.272483923,3.861607568,30
*C1C(=O)N(c2ccccc2C(=O)OC)C(=O)C1*,0.143,3.971942627,2.474424292,19
*OC(=O)c1ccc(C(C)(C)c2ccc(C(*)=O)cc2)cc1,0.218,3.051667203,2.361953432,22
*OC(=O)c1ccc(Cc2ccc(C(*)=O)cc2)cc1,0.233,2.875011949,2.467516076,20
*OC(=O)CCc1ccc(CCC(*)=O)cc1,0.232,3.202097678,2.612122299,17
*OC(=O)CCCCCC(*)=O,0.237,3.999760311,2.288710282,12
*OC(=O)CCS(=O)(=O)Cc1ccc(CS(=O)(=O)CCC(*)=O)cc1,0.191,3.44641863,2.763158887,25
*Oc1ccc(Cc2ccc(OC(*)=O)cc2)cc1,0.269,2.959648944,2.779088544,19
*Oc1ccc(Cc2ccc(OC(*)=O)c(C)c2)cc1C,0.218,3.16595317,2.834828288,21
*Oc1ccc(C(C)c2ccc(OC(*)=O)cc2)cc1,0.313,3.556454855,2.91338226,20
*Oc1ccc(C(CCC)c2ccc(OC(*)=O)cc2)cc1,0.261,3.495686478,3.296647341,22
*Oc1ccc(C(c2ccc(OC(*)=O)cc2)C(C)C)cc1,0.247,3.608074852,3.117022982,22
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)cc2)cc1,0.2385,3.13200622,2.67189323,21
*Oc1ccc(C(C)(CC)c2ccc(OC(*)=O)cc2)cc1,0.231,3.697432481,3.183268501,22
*Oc1ccc(C(C)(CCC)c2ccc(OC(*)=O)cc2)cc1,0.253,3.68925895,3.366995644,23
*Oc1ccc(C(C)(CC(C)C)c2ccc(OC(*)=O)cc2)cc1,0.245,3.731117693,3.244603473,24
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)c(C)c2)cc1C,0.205,3.312540269,2.848698266,23
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)c(Cl)c2)cc1Cl,0.166,3.319793867,2.650864706,23
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(*)=O)cc2)cc1,0.206,3.420965201,2.333558996,26
*Oc1ccc(C(CCC)(CCC)c2ccc(OC(*)=O)cc2)cc1,0.219,3.317005302,3.200200981,25
*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)CCCC2)cc1,0.241,3.233057255,2.837733878,23
*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)CCCCC2)cc1,0.185,3.195791332,2.855560499,24
*Oc1ccc(C2(c3ccc(OC(*)=O)c(C)c3)CCCCC2)cc1C,0.183,3.37883518,3.044244188,26
*Oc1c(Cl)cc(C2(c3cc(Cl)c(OC(*)=O)c(Cl)c3)CCCCC2)cc1Cl,0.109,3.59002173,2.831041171,28
*Oc1ccc(C2(c3ccc(OC(*)=O)c(Cl)c3)CCCCC2)cc1Cl,0.165,3.392324748,3.187818079,26
*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)c3ccccc3-c3ccccc32)cc1,0.235,2.999285242,3.216550518,31
*Oc1ccc(Cc2ccc(OC(*)=S)cc2)cc1,0.28,3.039905354,2.56564218,19
*Oc1ccc(C(C)c2ccc(OC(*)=S)cc2)cc1,0.247,3.633844965,2.648196858,20
*Oc1ccc(C(CC)c2ccc(OC(*)=S)cc2)cc1,0.29,3.608248908,2.880281711,21
*Oc1ccc(C(CCC)c2ccc(OC(*)=S)cc2)cc1,0.225,3.565587222,3.060433086,22
*Oc1ccc(C(c2ccc(OC(*)=S)cc2)C(C)C)cc1,0.224,3.67912151,2.877121664,22
*Oc1ccc(C(c2ccc(OC(*)=S)cc2)C(CC)CC)cc1,0.22,3.72955103,3.139543939,24
*Oc1ccc(C(C)(C)c2ccc(OC(*)=S)cc2)cc1,0.199,3.206727705,2.548556564,21
*Oc1ccc(C(C)(CC)c2ccc(OC(*)=S)cc2)cc1,0.183,3.768479139,3.036584457,22
*Oc1ccc(C(C)(CC(C)C)c2ccc(OC(*)=S)cc2)cc1,0.202,3.796782029,3.147961014,24
*Oc1ccc(C(CC)(CC)c2ccc(OC(*)=S)cc2)cc1,0.204,3.328624629,2.689573969,23
*Oc1ccc(C(C)(CCCC)c2ccc(OC(*)=O)cc2)cc1,0.265,3.642111535,3.255109288,24
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)c(C(C)C)c2)cc1C(C)C,0.217,3.38694327,2.879331224,27
*Oc1cc(Cl)c(C(C)(C)c2c(Cl)cc(OC(*)=O)cc2Cl)c(Cl)c1,0.169,3.838615572,2.726505112,25
*Oc1ccc(C(C)(CCCCCCC)c2ccc(OC(*)=O)cc2)cc1,0.247,3.561239964,3.503476162,27
*CC(C)(C)CS(=O)(=O)CC(C)(C)COC(=O)O*,0.186,4.426303751,2.918337855,19
*Oc1ccc(C(C)c2ccc(OC(*)=O)c(C)c2)cc1C,0.298,3.727061813,2.948978446,22
*Oc1c(C)cc(C(C)(C)c2cc(C)c(OC(*)=O)c(Cl)c2)cc1Cl,0.131,3.51640718,2.819128612,25
*CCN*,0.351,6.921027199,1.652077614,5
*CCN(*)C(=O)c1ccc(Cl)cc1,0.162,3.478215808,2.455318603,14
*CCCN*,0.354,6.360440164,2.030860182,6
*c1nc(-c2ccccc2)nc(N(c2ccccc2)c2ncnc(N(*)c3ccccc3)n2)n1,0.185,3.3407154,4.226670412,34
*c1nc(C)nc(N(CCCCCCN(*)c2ccccc2)c2ccccc2)n1,0.21,3.330605031,3.689555749,29
*c1ccc(-c2nnc(-c3cccc(-c4nnc(*)n4-c4ccccc4)c3)n2-c2ccccc2)cc1,0.389,3.041299543,4.705983413,36
*CCC(*)=O,0.268,6.060459779,1.753706416,6
*C(=O)C(*)(C)C,0.261,4.990297433,1.800708223,7
*Oc1ccc(C(=O)c2ccc(*)cc2)cc1,0.287,3.211811774,2.787866059,17
*OS(=O)(=O)c1cccc(C(=O)c2cccc(S(=O)(=O)Oc3ccc(C(C)(C)c4ccc(*)cc4)cc3)c2)c1,0.155,3.282198648,3.167961158,39
*OS(=O)(=O)c1cccc(S(=O)(=O)Oc2ccc(C(C)(C)c3ccc(*)cc3)cc2)c1,0.158,3.309278002,3.094506549,31
*CCCCCCS(*)(=O)=O,0.281,4.34158336,2.982414575,11
*CCCCCCS(=O)(=O)CCCCCS(*)(=O)=O,0.264,3.693301432,3.184800843,19
*CCCNS(*)(=O)=O,0.217,5.021656101,2.498981808,9
*C1CCCCC1S(*)(=O)=O,0.155,5.096070615,2.493471021,11
*CC(c1ccccc1)S(*)(=O)=O,0.142,3.934417986,2.586526396,13
*CCCS(*)(=O)=O,0.193,5.430386792,2.594829682,8
*CC(C)(C)CS(*)(=O)=O,0.162,4.993530905,2.587528314,10
*c1ccc(Cc2ccc(S(*)(=O)=O)cc2)cc1,0.216,3.207351734,2.463906591,18
*CC(C)S(*)(=O)=O,0.184,5.738941766,2.155838258,8
*OS(=O)(=O)c1ccc(-c2ccc(S(=O)(=O)Oc3ccc(-c4ccc(*)cc4)cc3)cc2)cc1,0.225,2.863945919,2.92176444,34
*Cc1ccc(*)cc1,0.267,4.615389238,1.820562281,9
*Cc1cc(C)c(*)cc1C,0.236,4.478965854,2.59745303,11
*CCc1cc(Cl)c(*)cc1Cl,0.121,4.421886273,2.750428971,12
*CCc1ccc(*)c2ccccc12,0.247,3.617463663,2.726669943,14
*Cc1cc(*)c(N)c(C)c1N,0.216,4.793334614,2.684648747,12
*c1cccc(*)c1,0.341,5.083925813,1.773257059,8
*/C=C/c1ccc(*)cc1,0.54,4.530846839,2.831549646,10
*CCc1ccc(Cc2ccc(*)cc2)cc1,0.318,3.203694525,2.609612714,17
*c1ccc(C2C(C(=O)OCC)C(*)C2C(=O)OCC)cc1,0.234,4.259468941,2.24709051,22
*=C=C=C(Cn1c2ccccc2c2ccccc21)C(=*)Cn1c2ccccc2c2ccccc21,0.188,3.106642486,3.507766257,34
*CCc1ccc(-c2ccc(*)cc2)cc1,0.444,3.215923392,2.918036237,16
*c1ccc(C(F)(F)C(*)(F)F)cc1,0.101,4.189207509,2.763254182,14
*c1ccc(C(Cl)(Cl)C(*)Cl)cc1,0.115,5.024181735,2.205863911,13
*CC(c1ccccc1)c1ccc(*)cc1,0.25,3.73035556,2.857141057,16
*c1ccc(C2C(C(=O)Oc3ccccc3)C(*)C2C(=O)Oc2ccccc2)cc1,0.225,3.86957484,2.407458914,30
*c1ccc(C2C(C#N)(C(=O)OCCC)C(*)C2(C#N)C(=O)OCCC)cc1,0.258,4.728180092,2.765894119,28
*=C=C=C(CCCCOS(=O)(=O)c1ccc(C)cc1)C(=*)CCCCOS(=O)(=O)c1ccc(C)cc1,0.21,3.499193417,2.838287585,36
*=C=C=C(CCCCOC(=O)NCC)C(=*)CCCCOC(=O)NCC,0.26,3.718575643,3.634741993,26
*=C=C=C(CCCCOC(=O)Nc1ccccc1)C(=*)CCCCOC(=O)Nc1ccccc1,0.327,3.192269005,3.33229646,34
*CCc1c(Cl)c(Cl)c(*)c(Cl)c1Cl,0.125,4.605738278,2.115643014,14
*CCc1c(C)c(C)c(*)c(C)c1C,0.301,4.260107509,2.763714277,14
*/C(=C(\c1ccccc1)c1ccc(*)cc1)c1ccccc1,0.338,2.956664703,2.374036517,22
*CCc1cc(*)c(C)cc1C,0.194,4.316214158,2.963391464,12
*CCc1ccc(*)c(C(C)=O)c1,0.217,4.007962827,2.844312594,13
*CCc1ccc(*)c(C(=O)OC)c1,0.245,3.80915346,2.667431335,14
*C1CC2C3CCC(C3)C2C1*,0.148,6.46855244,2.658078577,12
*CCCCCC(*)CCCCCC,0.301,4.257268864,2.614220069,14
*CCCCCC(*)CCCCCCCC,0.382,4.009303854,2.614220069,16
*CCCCCC(*)CCCCCCCCCC,0.406,3.833634334,2.614220069,18
*CCCCCC(*)CCCCCCCCCCCC,0.381,3.707792146,2.614220069,20
*CCCCCC(*)CCCCCCCCCCCCCC,0.403,3.551849051,2.614220069,22
*CC(*)CCCCCCCCCCCCCCCCCC,0.381,3.262969078,2.625512585,22
*C1CCC(*)C1,0.413,6.681745324,1.704795722,7
*C1C2CCC(C2)C1*,0.166,6.624620212,2.413768808,9
*CCC([2H])C(*)([2H])C,0.333,7.555329465,2.704262711,9
*C1CC2CC1C(*)C2CCCC,0.156,6.231347834,3.334118078,13
*C1CC2CC1C(*)C2CCCCCC,0.21,5.843168675,3.804391408,15
*C1CC2CC1C(*)C2CCCCCCCCCC,0.31,5.397531386,3.804391408,19
*CCC1CCC(*)C1,0.38,5.821690052,2.751769219,9
*CCC1CC(*)C2C3CCC(C3)C12,0.257,6.455218071,2.881639774,14
*CC(*)c1ccc(C=C)cc1,0.248,4.330672604,2.146028867,12
*CC(*)c1cc(OC(C)CC)ccc1OC(C)CC,0.211,4.316175783,2.598161236,20
*CC(*)c1cc(OC)ccc1OC,0.217,3.788775559,2.25307254,14
*CC(*)c1ccc(C=O)cc1,0.171,4.25139708,2.138516992,12
*CC(*)c1ccc(C(=O)OOC(C)(C)C)cc1,0.201,4.00154542,2.450655636,18
*CC(*)c1cccc(OC(C)=O)c1,0.192,3.942183657,2.47058088,14
*CC(*)c1cccc(NC(C)=O)c1,0.189,3.806516855,2.638007747,14
*CC(*)c1ccc(S(=O)(=O)O)cc1,0.198,4.01858823,2.424268687,14
*CC(*)c1ccc(OC)c(OC)c1,0.227,3.739887705,2.256935776,14
*CC(*)c1ccc(C#C)cc1,0.222,4.486567709,2.371182896,12
*CC(*)c1ccc(CCC#C)cc1,0.255,4.23514342,2.686312552,14
*C(c1ccccc1)C(*)(C#N)C#N,0.11,4.325448839,1.964613881,14
*C(c1ccccc1)C(*)(C#N)C(=O)OCC,0.139,4.158662901,1.91834927,17
*CC(NC=O)C(c1ccccc1)C(*)(C#N)C(=O)OC,0.134,4.761503204,2.63039477,21
*CC(*)(OC(C)=O)c1ccc(OC(=O)OC)cc1,0.176,3.888451562,2.587693263,19
*CC(*)(OC(C)=O)c1ccc(OC(=O)CCC)cc1,0.176,3.766931687,2.735954458,20
*CC(CC(*)(C#N)C#N)(OC(C)=O)c1ccc(OC(C)=O)cc1,0.151,4.285613279,2.675503132,24
*CC(CC(*)(C#N)C#N)(OC(C)=O)c1ccc(OC(=O)OC)cc1,0.153,4.315628704,2.906605738,25
*CC(CC(*)(C#N)C#N)(OC(C)=O)c1ccc(OC(=O)CC)cc1,0.197,4.28127991,3.152463879,25
*CC(CC(*)(C#N)C#N)(OC(C)=O)c1ccc(OC(=O)CCC)cc1,0.172,4.21916245,3.299533068,26
*CC(*)c1ccc(COc2ccc(-c3ccc(C#N)cc3)cc2)cc1,0.253,3.142712868,3.211176329,26
*CCCCCCCCCCC(c1ccc(O)cc1)C(*)c1ccc(O)cc1C,0.24,3.916419679,3.070174098,29
*CCCCCCCCCCCC(c1ccc(O)cc1)C(*)c1ccc(O)cc1C,0.305,3.90335758,3.070174098,30
*CCCCCCCCCCCCC(c1ccc(O)cc1)C(*)c1ccc(O)cc1C,0.308,3.893513203,3.070174098,31
*CC(*)c1ccc(O)c(OC)c1,0.185,4.082722162,2.518567938,13
*CC(*)(C)c1ccc(F)cc1,0.128,4.034560017,2.636728,12
*CC(*)(C)c1ccc(Br)cc1,0.107,4.139448959,2.298417485,12
*CC(c1ccccc1)C(C(=O)O)C(*)C(=O)OCCCCCCCC,0.197,4.054739477,3.206023846,26
*CC(c1ccccc1)C(C(=O)O)C(*)C(=O)OCCCCCCCCCCCCCC,0.263,3.978977115,3.206023846,32
*CC(c1ccccc1)C(C(=O)O)C(*)C(=O)OCCCCCCCCCCCCCCCCCC,0.265,3.983788591,3.206023846,36
*CC(*)c1ccc(-c2ccc3c(c2)C(CCCCCC)(CCCCCC)c2ccccc2-3)cc1,0.213,3.518507461,4.210824752,35
*CC(*)c1c(F)c(F)c(C(F)(F)F)c(F)c1F,0.101,4.504570805,2.901835043,18
*CC(*)c1ccccc1,0.228,4.11851035,2.195807612,10
*/C=C/C(C(=O)OCCCC)C(*)c1ccccc1,0.194,4.175231929,2.530655588,19
*/C=C/C(C(=O)OC)C(*)c1ccccc1,0.19,4.39052301,2.565227079,16
*/C=C(/*)c1ccc(N)cc1,0.223,3.865244952,2.185733595,11
*/C=C(/*)c1ccc(NC=O)cc1,0.215,3.790366673,2.549263227,13
*/C=C(/*)c1ccc(OC)cc1,0.187,3.406706596,2.22479077,12
*/C=C(/*)c1ccc(Cl)cc1,0.121,3.64892649,2.170932712,11
*/C(C#N)=C(/*)c1ccccc1,0.109,3.734617086,2.086996955,12
*/C(CC)=C(/*)c1ccccc1,0.112,3.606817086,2.379641456,12
*/C(CCCCCC)=C(/*)c1ccccc1,0.15,3.134074629,2.697311575,16
*/C(Cl)=C(/*)c1ccccc1,0.093,3.61370649,1.680517568,11
*/C=C/CC(C*)c1ccccc1,0.215,4.281739079,2.504755856,13
*/C=C/CC(C*)(c1ccccc1)c1ccccc1,0.171,3.327783209,2.214159599,19
*/C=C(/*)CNCc1ccccc1,0.199,3.378468024,2.155597724,13
*/C=C(/*)c1ccc(C#C)cc1,0.199,4.02976254,2.505362738,12
*/C=C(/*)c1cccc(C#C)c1,0.158,4.115507995,2.53422421,12
*/C=C(/*)c1cccc(Br)c1,0.099,3.882714182,2.048653475,11
*/C=C(/*)c1cccc(Cl)c1,0.126,3.774820336,2.265475162,11
*CC(*)S(=O)c1ccc(F)cc1,0.131,4.655224784,2.385701259,13
*CC(*)S(=O)c1ccc(Cl)cc1,0.125,4.645010279,1.995078579,13
*CC(*)S(=O)c1ccc(OC)cc1,0.185,4.416307586,1.992099072,14
*/C(Br)=C(/*)c1ccccc1,0.109,3.664683413,1.916144448,11
*/C(I)=C(/*)c1ccccc1,0.064,3.734934182,1.956549147,11
*/C=C(/*)c1ccccc1C(F)(F)F,0.077,3.564415305,2.370556173,14
*/C=C(/*)c1c(C)cc(C(C)(C)C)cc1C,0.258,3.637818269,2.586136357,16
*/C=C(/*)CCCOc1ccc(-c2ccc(CCCCC)cc2)cc1,0.352,2.729983928,4.071540474,25
*/C=C(/*)c1c(F)c(F)c(CCCC)c(F)c1F,0.137,3.818552251,3.141662266,18
*/C=C(/*)c1ccccc1C,0.156,3.656361875,2.258741778,11
*CC(*)OC(=O)/C=C/c1ccccc1,0.2,3.781823003,1.891508137,15
*/C=C(/*)c1ccccc1C(C)C,0.139,3.593408981,2.447502945,13
*/C=C(/*)CCCCCCCCCCCCCCCCCCCCC(=O)O,0.403,2.785668292,2.57147143,27
*/C=C/C(C)C(*)C(=O)OCCN(C)c1ccc(N(C)C)cc1,0.24,4.274647366,3.05296397,23
*/C=C/C(C)C(*)C(=O)OCCCN(C)c1ccc(N(C)C)cc1,0.223,4.216754305,3.174083561,24
*/C=C/C(C)C(*)C(=O)OCCCCCCN(C)c1ccc(N(C)C)cc1,0.258,4.101119633,3.372114296,27
*/C=C(/*)C#CCCCCCCCCCCCCCCCCCCCCC(=O)O,0.401,3.134543513,2.483980471,29
*/C=C(/*)c1ccccc1,0.154,3.691680905,2.020173968,10
*CC(*)OCCOc1ccc(/N=N/c2ccc(C#N)cc2)cc1,0.213,3.736615474,3.04052702,24
*CC(*)OCCOc1ccc(/C=C(\C#N)C(=O)OC)cc1,0.228,3.766486201,2.818291848,22
*/C=C(/*)CCCCCCCCCCOc1ccc(-c2ccc(OCCCCCCCC)cc2)cc1,0.312,2.77847881,3.512170315,36
*/C=C(/*)CCCCCCCCCCOc1ccc(-c2ccc(OCC(F)CCCCCC)cc2)cc1,0.371,3.426638908,4.794831506,37
*CC(*)C(=O)c1ccc(OCC)cc1,0.197,3.600727372,2.58327123,15
*CC(*)n1cncn1,0.193,5.408748924,2.311007104,9
*/C=C(/*)CCCOc1ccc(-c2ccc(C(=O)OC(C)CCCCCC)cc2)cc1,0.327,3.3060566,4.375595575,31
*/C=C(/*)CCCCCCCCCCOc1ccc(-c2ccc(C(=O)OC(C)CCCCCC)cc2)cc1,0.267,3.367714691,4.419129681,38
*/C=C(/*)CCCOc1ccc(-c2ccc(C(=O)OCC(F)CCCCCC)cc2)cc1,0.275,3.430687975,4.630804567,32
*/C=C/CCCCCCC(Cl)CCCCCC*,0.3405,4.238148361,2.70460314,18
*/C=C/CCCCCCCCCC(Cl)CCCCCCCCC*,0.342,3.853625507,2.70460314,24
*/C=C/CCCCCCCCCC(CCCCCCCCC*)COCCOCCOCCOCCOCCCCCC,0.31,3.839061823,3.641963339,43
*CCCCCCCCCCCCCCCCCCCCC(*)COCCOCCOCCOCCOCCCCCC,0.39925,3.553937724,3.139964065,43
*/C=C/C(*)(C)c1ccccc1,0.205,4.261080996,2.558744776,12
*/C=C(/*)CNS(=O)(=O)Cc1ccccc1,0.212,3.406752671,2.301564622,16
*/C=C(/*)CNS(=O)(=O)c1ccccc1,0.239,3.324813044,1.805064085,15
*/C=C(/*)CNS(=O)(=O)c1ccc(C)cc1,0.193,3.295620747,1.861096832,16
*/C=C(/*)CNS(=O)(=O)c1ccc(CCC)cc1,0.173,3.195055614,2.742554488,18
*CC(*)C(=O)Oc1ccc(Cl)c(C)c1,0.163,3.924878497,2.396121905,15
*CC(*)C(=O)Oc1ccccc1-c1ccccc1,0.179,3.299934066,2.644219507,19
*CC(*)(C)C(=O)OCCc1ccc(/N=N/c2ccccc2)cc1,0.182,3.606536554,2.927087658,24
*CC(*)C(=O)N(CC=C)c1c(C)cccc1C,0.166,4.092803112,2.74832086,18
*CC(*)C(=O)OCc1ccc(OC(=O)OC(C)(C)C)cc1,0.208,3.583022778,2.579078591,22
*CC(*)(C)C(=O)OCCCCCCN(C)c1ccc(/N=N/c2ccc(S(C)(=O)=O)cc2)cc1,0.265,3.750380399,3.827001685,34
*CC(*)C(=O)N(O)c1ccc(C)cc1,0.189,4.194393882,2.352409353,15
*CC(*)C(=O)N(O)c1cccc(C)c1,0.18,4.281925805,2.703076341,15
*CC(*)C(=O)N(O)c1ccccc1C,0.181,4.265947344,2.662637871,15
*CC(*)(C)C(=O)OCCCc1ccc(/N=N/c2ccc(OC(F)(F)F)cc2)cc1,0.182,3.69117766,3.620492107,30
*CC(*)(C)C(=O)OCCCCc1ccc(/N=N/c2ccc(OC(F)(F)F)cc2)cc1,0.175,3.67308978,3.869488209,31
*CC(*)(C)C(=O)OCCCCCc1ccc(/N=N/c2ccc(OC(F)(F)F)cc2)cc1,0.187,3.664516672,4.137307993,32
*CC(*)(C)C(=O)OCCCCCCc1ccc(/N=N/c2ccc(OC(F)(F)F)cc2)cc1,0.208,3.658754484,4.137307993,33
*CC(*)C(=O)OCCOc1ccc(C(C)(C)c2ccc(OCCO)cc2)cc1,0.252,3.443904745,3.272274569,29
*CC(*)(C)C(=O)OCCCN1CCCC1=O,0.192,4.023759285,3.160993805,17
*CC(*)(C)C(=O)OCCCCCCOc1ccc(/N=N/c2ccc(OC)cc2)cc1,0.191,3.502514642,2.801196809,31
*CC(*)(C)C(=O)Oc1ccc(/N=N/c2ccc(C#N)cc2)cc1,0.208,3.767233234,2.764777941,24
*CC(*)(C)C(=O)OCCOc1ccc(/N=N/c2ccc(C#N)cc2)cc1,0.188,3.689905349,3.03334789,27
*CC(*)(C)C(=O)OCCCCCCOc1ccc(/N=N/c2ccc(C#N)cc2)cc1,0.186,3.631951005,3.175429163,31
*CC(*)(C)C(=O)OCCCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,0.278,3.314134572,3.653516443,31
*CC(*)(C)C(=O)OCCCCOc1ccc(/N=N/c2ccc(C#N)cc2)cc1,0.212,3.653559174,3.030824921,29
*CC(*)(C)C(=O)OCCCCCCCCOc1ccc(/N=N/c2ccc(C#N)cc2)cc1,0.245,3.621876195,3.175429163,33
*CC(*)(C)C(=O)OCCN(C)c1ccc(/N=N/c2cc(Cl)ccc2Cl)cc1,0.19,3.880402723,3.717824686,28
*CC(*)(C)C(=O)OC(C)OCCOc1ccccc1,0.188,3.94651026,2.766679051,20
*CC(*)(C)C(=O)OC(C)Oc1ccc(OC)cc1,0.202,3.951626789,2.471744763,19
*CC(*)(C)C(=O)OCCOCCOCCOc1ccc(/N=N/c2ccc(C#N)cc2)cc1,0.217,3.744744607,3.109437221,33
*CC(*)(C)C(=O)OCCOCCOCCOCCOc1ccc(/N=N/c2ccc(C#N)cc2)cc1,0.188,3.792177731,3.109437221,36
*CC(C(=O)Oc1ccccc1)C(C(=O)O)C(*)(C)C,0.154,4.134698491,2.918098317,20
*CC(*)C(=O)Oc1ccc(C(=O)OCc2ccccc2)cc1,0.217,3.14759385,2.646757397,23
*CC(*)(C)C(=O)OCCN(CC)c1ccc(/N=N/c2ccc(S(C)(=O)=O)cc2)cc1,0.217,3.791634829,3.71507568,31
*CC(*)(C)C(=O)OCCS(=O)(=O)c1ccc(/N=N/c2ccc(N(CC)CC)cc2)cc1,0.198,3.815332296,3.334081163,32
*CC(*)C(=O)Oc1ccc(/N=N/c2ccc(OC)cc2)cc1,0.217,3.591416335,2.526531918,23
*CC(*)(C)C(=O)OCCCCCCOc1ccc(/N=N/c2ccc(OCCCC)cc2)cc1,0.221,3.525738565,2.971157837,34
*CC(*)(C)C(=O)Oc1ccc(/N=N/c2ccc(OC)cc2)cc1,0.263,3.597227264,2.402779613,24
*CC(*)(C)C(=O)OCCOc1ccc(/N=N/c2ccc(OC)cc2)cc1,0.215,3.540031664,2.796747674,27
*CC(*)C(=O)OCCCCCCCCCCOc1ccc(C(=O)O)cc1,0.259,3.279665672,3.298707186,27
*CC(*)C(=O)OCCCCCCCCCCOc1cccc(C(=O)O)c1,0.276,3.327243608,3.118329127,27
*CC(*)C(=O)OCCCCCCCCCCOc1ccccc1C(=O)O,0.232,3.330227818,3.209316385,27
*CC(*)(C)C(=O)OCCN(CC)c1ccc(/N=N/c2ccc(OC)cc2)c(C)c1,0.203,3.78117766,3.519509511,30
*CC(*)(C)C(=O)OCCN(CC)c1ccc(/N=N/c2ccc(C#N)cc2)cc1,0.219,3.840250044,3.348884976,29
*CC(*)(C)C(=O)OCCCCCCCCCCOc1ccc(/N=N/c2ccc(C#N)cc2)cc1,0.289,3.621368057,3.175429163,35
*CC(*)(C)C(=O)OCCCCCCCCCCOc1ccc(/N=N/c2ccc(F)cc2)cc1,0.311,3.531479722,3.146152658,34
